STRECKE_NR;RICHTUNG;KM_I;KM_L;BEZEICHNUNG;TECHN_SICHERUNG;STRASSENART;GEOGR_BREITE;GEOGR_LAENGE;GK_H_DGN;GK_R_DGN
6081;0;106210065;62,1 + 65;Bü 62.16 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;52,94579071;13,95224192;5879636,775;3832856,742
6081;0;106530073;65,3 + 73;Bü 65.37 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;52,97083906;13,97511739;5882527,86;3834199,375
6081;0;106600050;66,0 + 50;Bü 66.048 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;52,97597625;13,98047096;5883123,941;3834518,931
6081;2;107370046;73,7 + 46;Bü 73.74 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,0358014;13,9667164;5889710,574;3833134,303
6081;0;107630018;76,3 + 18;Bü 76.32 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,05317892;13,94140647;5891524,987;3831304,768
6081;0;108180063;81,8 + 63;Bü 81.87 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,09498805;13,90421258;5896001,54;3828494,487
6081;0;108420060;84,2 + 60;Bü 84.25 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,11478337;13,89012259;5898137,664;3827400,988
6081;0;109210071;92,1 + 71;Bü 92.18 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,18433305;13,8774962;5905812,122;3826028,397
6081;0;109480063;94,8 + 63;Bü 94.868 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,20725851;13,88974736;5908416,815;3826671,963
6081;0;109650067;96,5 + 67;Bü 96.56 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,22176254;13,88380453;5910002,141;3826164,955
6081;0;109970010;99,7 + 10;Bü 99.72 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,24829967;13,87360301;5912905,884;3825282,744
6081;0;110230075;102,3 + 75;Bü 102.37 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,27114339;13,88430878;5915494,365;3825822,709
6081;0;110950040;109,5 + 40;Bü 109.54 Bln-Gesund --Ebersw-- - Strals;;Strasse;53,33265052;13,8702528;5922268,417;3824418,744
6081;0;110960050;109,6 + 50;Bü 109.65 Bln-Gesund --Ebersw-- - Strals;;Strasse;53,3336184;13,87059183;5922377,565;3824433,951
6081;0;111210051;112,1 + 51;Bü 112.15 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,35547186;13,87918133;5924846,249;3824839,184
6081;0;111680055;116,8 + 55;Bü 116.855 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,39633063;13,89437794;5929458,076;3825537,785
6081;0;112210090;122,1 + 90;Bü 122.19 Bln-Gesund --Ebersw-- - Strals;;Strasse;53,44271844;13,90383241;5934658,474;3825810,71
6081;0;112260098;122,6 + 98;Bü 122.705 Bln-Gesund --Ebersw-- - Strals;;Strasse;53,44698209;13,90656749;5935145,001;3825959,569
6081;0;112590000;125,9 + 0;Bü 125.9 Bln-Gesund --Ebersw-- - Strals;;Strasse;53,47371017;13,92444271;5938198,44;3826940,244
6081;0;112760012;127,6 + 12;Bü 127.612 Bln-Gesund --Ebersw-- - Strals;;Strasse;53,48571484;13,94035397;5939606,233;3827902,889
6081;0;113180077;131,8 + 77;Bü 131.88 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,51217014;13,986753;5942762,059;3830773,223
6081;0;113240055;132,4 + 55;Bü 132.455 Bln-Gesund --Ebersw-- - Strals;;Strasse;53,51705788;13,98931522;5943317,35;3830904,87
6081;0;113250050;132,5 + 50;Bü 132.55 Bln-Gesund --Ebersw-- - Strals;;Fuss- und Radwege;53,51790162;13,98952453;5943412,123;3830912,154
6081;0;113260080;132,6 + 80;Bü 132.68 Bln-Gesund --Ebersw-- - Strals;;Strasse;53,51905323;13,98984403;5943541,635;3830924,335
6081;0;113500004;135,0 + 4;Bü 135.01 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,53940808;13,98910341;5945801,067;3830716,405
6081;0;113690065;136,9 + 65;Bü 136.965 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,55558341;13,97738549;5947544,891;3829814,434
6081;0;113800080;138,0 + 80;Bü 138.075 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,56477925;13,97071585;5948536,303;3829301,384
6081;0;113960025;139,6 + 25;Bü 139.625 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,5775261;13,96148718;5949910,708;3828591,61
6081;0;114170042;141,7 + 42;Bü 141.74 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,59421604;13,94615927;5951695,456;3827448,223
6081;0;114260066;142,6 + 66;Bü 142.667 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,60141359;13,93913076;5952463,282;3826927,71
6081;0;114560023;145,6 + 23;Bü 145.625 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,62440383;13,91669919;5954916,284;3825267,357
6081;0;114820005;148,2 + 5;Bü 148.2 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,64447413;13,89708151;5957058,004;3823816,833
6081;0;115000024;150,0 + 24;Bü 150.024 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,65860241;13,88325253;5958565,798;3822795,187
6081;0;115110079;151,1 + 79;Bü 151.17 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,66759592;13,87453168;5959526,076;3822150,577
6081;0;115600011;156,0 + 11;Bü 156 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,70659056;13,8423378;5963715,923;3819728,995
6081;0;115700031;157,0 + 31;Bü 157 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,71481495;13,83553237;5964599,679;3819217,723
6081;0;115790011;157,9 + 11;Bü 157.9 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,72191433;13,82965594;5965362,576;3818776,397
6081;0;115990087;159,9 + 87;Bü 159.985 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,73867249;13,81580615;5967163,646;3817736,561
6081;0;116290065;162,9 + 65;Bü 162.97 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,76319126;13,7977892;5969809,164;3816364,439
6081;0;116440077;164,4 + 77;Bü 164.48 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,77583134;13,78940763;5971177,171;3815717,3
6081;0;116690009;166,9 + 9;Bü 166.91 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,79614528;13,77582264;5973375,354;3814670,375
6081;0;116880027;168,8 + 27;Bü 168.82 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,81217538;13,76514392;5975110,307;3813847,536
6081;0;117090035;170,9 + 35;Bü 170.93 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,8284125;13,74935418;5976845,841;3812687,481
6081;0;117500078;175,0 + 78;Bü 175.075 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,85455321;13,70447473;5979555,298;3809542,342
6081;0;117520050;175,2 + 50;Bü 175.25 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Fuss- und Radwege;53,85563791;13,70260997;5979667,759;3809411,748
6081;0;117600034;176,0 + 34;Bü 176.03 Bln-Gesund --Ebersw-- - Strals;;Strasse;53,86092532;13,69478255;5980221,502;3808858,226
6081;0;117950055;179,5 + 55;Bü 179.55 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,88726777;13,6651165;5983021,588;3806715,312
6081;0;118130056;181,3 + 56;Bü 181.36 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,90074039;13,64992495;5984453,933;3805618,999
6081;0;118470089;184,7 + 89;Bü 184.791 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,92570579;13,61934587;5987098,349;3803429,753
6081;0;118610086;186,1 + 86;Bü 186.186 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,93517331;13,60535965;5988091,214;3802443,339
6081;0;118910085;189,1 + 85;Bü 189.187 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,95548657;13,57532709;5990222,036;3800326,697
6081;0;119180055;191,8 + 55;Bü 191.855 Bln-Gesund --Ebersw-- - Strals;;Fuss- und Radwege;53,97356311;13,54856594;5992118,837;3798442,357
6081;0;119210003;192,1 + 3;Bü 192.101 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;53,97524614;13,5460724;5992295,469;3798266,863
6081;0;119590066;195,9 + 66;Bü 195.953 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,0001495;13,50506519;5994892,586;3795402,304
6081;0;119820013;198,2 + 13;Bü 198.218 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,01399714;13,48009419;5996328,439;3793668,767
6081;0;120290023;202,9 + 23;Bü 202.923 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,04843301;13,43869924;5999986,663;3790717,155
6081;0;120480072;204,8 + 72;Bü 204.871 Bln-Gesund --Ebersw-- - Strals;;Fuss- und Radwege;54,06190474;13,419805;6001407,219;3789387,002
6081;0;121150087;211,5 + 87;Bü 211.588 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,10591289;13,34956632;6006015,911;3784490,635
6081;0;121490085;214,9 + 85;Bü 214.98 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,12817901;13,31396503;6008349,304;3782012,736
6081;0;121640075;216,4 + 75;Bü 216.48 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,13817548;13,29878628;6009400,499;3780953,603
6081;0;122040084;220,4 + 84;Bü 220.48 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,1650995;13,25797996;6012233,17;3778108,214
6081;0;122150022;221,5 + 22;Bü 221.525 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,17206884;13,2474328;6012966,743;3777373,248
6081;0;122510050;225,1 + 50;Bü 225.151 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,19556848;13,2090935;6015430,254;3774715,692
6081;0;122600071;226,0 + 71;Bü 226.073 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,20069914;13,19801093;6015957,772;3773959,005
6081;0;122830074;228,3 + 74;Bü 228.41 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,21351562;13,17029518;6017275,922;3772067,509
6081;0;123100014;231,0 + 14;Bü 231.012 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,2293874;13,14045508;6018926,484;3770018,709
6081;0;123400010;234,0 + 10;Bü 234.012 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,25278015;13,11770046;6021441,319;3768384,01
6081;0;123460039;234,6 + 39;Bü 234.64 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,2577124;13,11298266;6021971,932;3768044,752
6081;0;123610030;236,1 + 30;Bü 236.13 Bln-Gesund --Ebersw-- - Strals;Schrankenabschluss;Strasse;54,26996032;13,10386742;6023299,521;3767371,865
6081;0;123820042;238,2 + 42;Bü 238.245 Bln-Gesund --Ebersw-- - Strals;;Strasse;54,28781153;13,09289348;6025243,362;3766542,148
6084;0;100050096;0,5 + 96;Bü 0.595 Abzw Karow Ost - Berlin-Karow;;Strasse;52,60621792;13,46222109;5839716,747;3802293,954
6085;0;100040066;0,4 + 66;Bü 0.465 Abzw Karow Ost - Bln-Blankenb.;;Strasse;52,60340665;13,4630898;5839407,809;3802372,143
6087;0;101140078;11,4 + 78;Bü 11.478 Karower Kreuz - Priort;;Strasse;52,66607031;13,33503247;5845845,834;3793283,11
6087;0;102750009;27,5 + 9;Bü 27.509 Karower Kreuz - Priort;;Strasse;52,62897984;13,12068991;5840869,505;3779028,717
6087;0;102930066;29,3 + 66;Bü 29.364 Karower Kreuz - Priort;Schrankenabschluss;Strasse;52,61917226;13,09852066;5839693,21;3777590,738
6087;0;103360084;33,6 + 84;Bü 33.684 Karower Kreuz - Priort;;Strasse;52,59444326;13,04954589;5836755,61;3774430,755
6087;0;104030024;40,3 + 24;Bü 40.337 Karower Kreuz - Priort;Schrankenabschluss;Strasse;52,55387151;12,97806571;5831973,905;3769839,251
6088;0;102240059;22,4 + 59;Bü 22.46 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;52,7143912;13,27718746;5850984,865;3789052,975
6088;0;102940095;29,4 + 95;Bü 29.5 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;52,77265167;13,25185949;5857361,89;3786959,23
6088;0;103480006;34,8 + 6;Bü 34.815 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;52,81774237;13,23883993;5862324,07;3785785,199
6088;0;104070088;40,7 + 88;Bü 40.785 Bln-Gesund --Neubra-- - Strals;;Strasse;52,86886247;13,21205403;5867902,467;3783646,969
6088;0;104440085;44,4 + 85;Bü 44.45 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;52,89881363;13,18870818;5871141,127;3781881,489
6088;0;104960092;49,6 + 92;Bü 49.694 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;52,944899;13,17596613;5876216,002;3780726,116
6088;0;105170021;51,7 + 21;Bü 51.7 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;52,96277792;13,1706815;5878183,535;3780255,409
6088;0;105650076;56,5 + 76;Bü 56.575 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,00400111;13,17016028;5882765,688;3779953,526
6088;0;105860075;58,6 + 75;Bü 58.682 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,02014813;13,18622435;5884624,172;3780926,144
6088;0;105970022;59,7 + 22;Bü 59.718 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,02944478;13,18703704;5885661,182;3780920,174
6088;0;106080020;60,8 + 20;Bü 60.817 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,03902734;13,18310086;5886711,375;3780594,013
6088;0;106220099;62,2 + 99;Bü 62.295 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,05192304;13,17774706;5888124,475;3780151,455
6088;0;106450030;64,5 + 30;Bü 64.52 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,07178828;13,18041707;5890344,025;3780201,302
6088;0;106560021;65,6 + 21;Bü 65.63 Bln-Gesund --Neubra-- - Strals;;Strasse;53,08157905;13,18071921;5891433,986;3780157,912
6088;0;108520030;85,2 + 30;Bü 85.23 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,24552109;13,10369439;5909367,077;3773953,299
6088;0;108890041;88,9 + 41;Bü 88.9 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,27883591;13,1013014;5913062,824;3773580,773
6088;0;109500071;95,0 + 71;Bü 95.065 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,33148126;13,09046819;5918876,078;3772522,96
6088;0;109940025;99,4 + 25;Bü 99.425 Bln-Gesund --Neubra-- - Strals;;Strasse;53,36613296;13,08141011;5922695,174;3771699,323
6088;0;110650040;106,5 + 40;Bü 106.546 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,38578875;13,17255871;5925232,111;3777634,334
6088;0;111060085;110,6 + 85;Bü 110.67 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,39801568;13,22816827;5926809,765;3781250,853
6088;0;111360022;113,6 + 22;Bü 113.626 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,40994583;13,26421313;5928279,244;3783567,151
6088;0;112360016;123,6 + 16;Bü 123.61 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,48492901;13,30692162;5936788,311;3785900,458
6088;0;112500080;125,0 + 80;Bü 125.09 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,49721195;13,30555125;5938148,709;3785726,907
6088;0;113080021;130,8 + 21;Bü 130.818 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,54466898;13,28627332;5943348,933;3784130,568
6088;0;113140074;131,4 + 74;Bü 131.48 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,55058867;13,28367477;5943996,855;3783918,792
6088;0;113430046;134,3 + 46;Bü 134.307 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Fuss- und Radwege;53,56415477;13,25281226;5945382,779;3781784,658
6088;0;113480026;134,8 + 26;Bü 134.79 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,56831358;13,25108301;5945838,415;3781642,515
6088;0;113540070;135,4 + 70;Bü 135.465 Bln-Gesund --Neubra-- - Strals;Nicht technisch gesichert;Fuss- und Radwege;53,5741749;13,25351168;5946499,846;3781764,282
6088;0;113970092;139,7 + 92;Bü 139.792 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,61201287;13,26175742;5950740,335;3782057,69
6088;0;114120005;141,2 + 5;Bü 141.205 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,62452862;13,25940047;5952122,814;3781818,369
6088;0;114300052;143,0 + 52;Bü 143.053 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,64060268;13,26600495;5953936,546;3782147,618
6088;0;114820091;148,2 + 91;Bü 148.29 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,68486834;13,24281144;5958767,374;3780320,695
6088;0;115220005;152,2 + 5;Bü 152.2 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,71958491;13,23632742;5962602,554;3779662,16
6088;0;115320054;153,2 + 54;Bü 153.25 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,72795046;13,22910213;5963504,437;3779130,11
6088;0;115670019;156,7 + 19;Bü 156.718 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,75493185;13,20274704;5966401,725;3777214,23
6088;0;116130043;161,3 + 43;Bü 161.339 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,79287816;13,1746188;5970512,27;3775111,903
6088;0;116550047;165,5 + 47;Bü 165.541 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,82722873;13,14819709;5974230,336;3773148,474
6088;0;116910034;169,1 + 34;Bü 169.127 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,8559948;13,12376312;5977335,673;3771354,621
6088;0;116970068;169,7 + 68;Bü 169.77 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,86023586;13,11702111;5977781,551;3770883,919
6088;0;117240034;172,4 + 34;Bü 172.44 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,87823462;13,09047663;5979682,173;3769023,171
6088;0;117540072;175,4 + 72;Bü 175.472 Bln-Gesund --Neubra-- - Strals;;Strasse;53,89867476;13,06111373;5981844,392;3766963,171
6088;0;117650045;176,5 + 45;Bü 176.545 Bln-Gesund --Neubra-- - Strals;;Strasse;53,904409;13,04838999;5982434,271;3766090,951
6088;0;117670043;176,7 + 43;Bü 176.741 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,90609629;13,0474885;5982618,541;3766021,016
6088;0;117670074;176,7 + 74;Bü 176.77 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,90637603;13,04742208;5982649,404;3766014,875
6088;0;118490010;184,9 + 10;Bü 184.906 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;53,97883339;13,03679299;5990668,132;3764857,064
6088;0;118730068;187,3 + 68;Bü 187.36 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,00086918;13,03435554;5993109,809;3764557,442
6088;0;118920013;189,2 + 13;Bü 189.219 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,0173413;13,03529191;5994945,324;3764514,224
6088;0;119240034;192,4 + 34;Bü 192.433 Bln-Gesund --Neubra-- - Strals;;Strasse;54,04574824;13,04495359;5998140,88;3764966,216
6088;0;119310031;193,1 + 31;Bü 193.126 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,05189114;13,04701461;5998831,81;3765061,984
6088;0;119740087;197,4 + 87;Bü 197.487 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,09063283;13,03960035;6003112,872;3764330,364
6088;0;119910075;199,1 + 75;Bü 199.19 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,10559473;13,03479127;6004758,958;3763920,855
6088;0;119970087;199,7 + 87;Bü 199.791 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,11107726;13,03362156;6005364,358;3763809,569
6088;0;120090046;200,9 + 46;Bü 200.947 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,12143683;13,03507946;6006521,994;3763838,989
6088;0;120280040;202,8 + 40;Bü 202.85 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,13834001;13,03842016;6008414,446;3763949,691
6088;0;120800007;208,0 + 7;Bü 208 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,18328256;13,05543121;6013476,638;3764773,328
6088;0;121040051;210,4 + 51;Bü 210.445 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,20364089;13,06944593;6015793,531;3765556,935
6088;0;121150082;211,5 + 82;Bü 211.579 Bln-Gesund --Neubra-- - Strals;;Strasse;54,21305747;13,07593095;6016865,256;3765919,239
6088;0;121200014;212,0 + 14;Bü 212 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,21665873;13,07840998;6017275,129;3766057,674
6088;0;121460083;214,6 + 83;Bü 214.676 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,2404848;13,08001696;6019931,104;3766009,055
6088;0;121690060;216,9 + 60;Bü 216.961 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,26102056;13,081736;6022221,559;3765988,761
6088;0;121890023;218,9 + 23;Bü 218.93 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,27779864;13,08999031;6024118,765;3766417,895
6088;0;121900025;219,0 + 25;Bü 219.025 Bln-Gesund --Neubra-- - Strals;;Strasse;54,27865621;13,09055706;6024216,284;3766449,244
6088;0;121930020;219,3 + 20;Bü 219.32 Bln-Gesund --Neubra-- - Strals;Nicht technisch gesichert;Strasse;54,2811299;13,09222454;6024497,709;3766541,789
6088;0;121940005;219,4 + 5;Bü 219.405 Bln-Gesund --Neubra-- - Strals;;Strasse;54,28184416;13,09269847;6024578,94;3766568,017
6088;0;121950010;219,5 + 10;Bü 219.51 Bln-Gesund --Neubra-- - Strals;;Strasse;54,28273877;13,09322134;6024680,414;3766596,264
6088;0;121950022;219,5 + 22;Bü 219.522 Bln-Gesund --Neubra-- - Strals;Nicht technisch gesichert;Strasse;54,28284349;13,09326768;6024692,236;3766598,603
6088;0;121980041;219,8 + 41;Bü 219.845 Bln-Gesund --Neubra-- - Strals;Schrankenabschluss;Strasse;54,28569929;13,0937001;6025011,491;3766608,286
6088;0;121990077;219,9 + 77;Bü 219.977 Bln-Gesund --Neubra-- - Strals;Nicht technisch gesichert;Strasse;54,28689794;13,09331957;6025143,365;3766575,778
6101;0;100060044;0,6 + 44;Bü 0.665 Brieselang - Abzw Hasselberg;Schrankenabschluss;Strasse;52,57629991;13,01343934;5834601,058;3772098,051
6103;0;100040037;0,4 + 37;Bü 0.437 Wustermark Awf - Rbf Wot;Schrankenabschluss;Strasse;52,55354482;12,97865661;5831939,786;3769881,311
6110;0;103220083;32,2 + 83;Bü 32.29 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,39821371;12,97987948;5814670,539;3770917,375
6110;0;103630074;36,3 + 74;Bü 36.38 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,39442061;12,92143507;5814031,18;3766964,589
6110;0;104000036;40,0 + 36;Bü 40.035 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,40938529;12,87409007;5815521,526;3763654,31
6110;0;104110082;41,1 + 82;Bü 41.18 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,4113668;12,85756023;5815681,694;3762518,345
6110;0;104440058;44,4 + 58;Bü 44.454 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,41429983;12,81001987;5815836,196;3759268,036
6110;0;104680082;46,8 + 82;Bü 46.88 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,41079086;12,774853;5815320,329;3756896,963
6110;0;104900087;49,0 + 87;Bü 49.087 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,40921097;12,7427672;5815031,019;3754723,923
6110;0;105010072;50,1 + 72;Bü 50.165 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,41106087;12,72710152;5815181,64;3753647,838
6110;0;105200015;52,0 + 15;Bü 52.01 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,41402343;12,70047375;5815417,974;3751819,99
6110;0;105370087;53,7 + 87;Bü 53.783 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,41245581;12,67458786;5815153,721;3750068,462
6110;0;105720094;57,2 + 94;Bü 57.285 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,4086554;12,62343005;5814555,221;3746610,461
6110;0;105880040;58,8 + 40;Bü 58.832 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,40696997;12,60087368;5814291,026;3745085,615
6110;0;106290061;62,9 + 61;Bü 62.953 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,39338711;12,54550854;5812594,003;3741393,879
6110;0;106390062;63,9 + 62;Bü 63.952 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,38885687;12,53279724;5812047,77;3740553,634
6110;0;106630022;66,3 + 22;Bü 66.313 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,3781791;12,50285909;5810760,964;3738573,979
6110;0;106830021;68,3 + 21;Bü 68.311 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,36912387;12,47750882;5809670,47;3736896,98
6110;0;107550085;75,5 + 85;Bü 75.575 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,38361904;12,38846106;5810994,663;3730758,977
6110;0;107640041;76,4 + 41;Bü 76.428 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,38495505;12,37608813;5811103,838;3729909,946
6110;0;108310004;83,1 + 4;Bü 83.105 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,39535287;12,27941741;5811957,326;3723278,257
6110;0;108440017;84,4 + 17;Bü 84.418 Potsd Griebnitzsee - Eilsleben;Schrankenabschluss;Strasse;52,39684028;12,2602979;5812063,883;3721969,847
